,id,name,localisation,places
421,422,Sancoki,"Occident : Forge Fuego, Grands Souterrains (Biome Eaux), Parc Éolien, Route 205, Route 218, Route 221Orient : Route 213, Route 224","['route-205', 'route-213', 'route-218', 'route-221', 'route-224', 'forge-fuego', 'parc-eolien']"
422,423,Tritosor,"Occident : Forge Fuego, Grands Souterrains (Biome Eaux), Route 218, Route 221Orient : Chenal 230, Route 222, Route 224Évolution de Sancoki au niveau 30","['route-218', 'route-221', 'route-222', 'route-224', 'chenal-230', 'forge-fuego']"
423,424,Capidextre,Évolution de Capumain par montée de niveau en ayant appris Coup Double,[]
424,425,Baudrive,Parc Éolien,[]
425,426,Grodrive,Évolution de Baudrive au niveau 28,[]
426,427,Laporeille,"Forêt de Vestigion, Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)",['foret-vestigion']
427,428,Lockpin,Évolution de Laporeille par montée de niveau avec beaucoup d'amitié,[]
428,429,Magirêve,Évolution de Feuforêve en utilisant une Pierre Nuit,[]
429,430,Corboss,Évolution de Cornèbre en utilisant une Pierre Nuit,[]
430,431,Chaglam,"Perle : Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Route 218, Route 222","['route-218', 'route-222']"
431,432,Chaffreux,"Perle : Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Route 222, Route 229Évolution de Chaglam au niveau 38","['route-222', 'route-229']"
432,433,Korillon,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Grotte), Lac Courage, Lac Savoir, Mont Couronné, Route 211Reproduction de Éoko avec Encens Pur tenu","['route-211', 'lac-courage', 'lac-savoir', 'mont-couronne']"
433,434,Moufouette,"Diamant : Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Route 206, Route 214, Route 221","['route-206', 'route-214', 'route-221']"
434,435,Moufflair,"Diamant : Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Route 221, Route 225Évolution de Moufouette au niveau 34","['route-221', 'route-225']"
435,436,Archéomire,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Sables), Grotte du Retour, Grotte des Égarés, Mont Couronné, Route 206","['route-206', 'grotte-retour', 'grotte-des-egares', 'mont-couronne']"
436,437,Archéodong,"Grotte du Retour, Mont CouronnéÉvolution de Archéomire au niveau 33","['grotte-retour', 'mont-couronne']"
437,438,Manzaï,"Jardin Trophée, Route 209PS, Route 210PSReproduction de Simularbre avec Encens Roc tenu","['route-209', 'route-210', 'manoir-pokemon']"
438,439,Mime Jr.,"Jardin Trophée, Route 209DE, Route 210DEReproduction de M. Mime avec Encens Bizarre tenu","['route-209', 'route-210', 'manoir-pokemon']"
439,440,Ptiravi,"Jardin Trophée, UnionpolisReproduction de Leveinard ou Leuphorie avec Encens Veine tenu",['manoir-pokemon']
440,441,Pijako,"Route 222, Route 224, Vestigion","['route-222', 'route-224']"
441,442,Spiritomb,Route 209,[]
442,443,Griknot,"Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux), Grotte des Égarés",['grotte-des-egares']
443,444,Carmache,"Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux)Évolution de Griknot au niveau 24",[]
444,445,Carchacrok,Évolution de Carmache au niveau 48,[]
445,446,Goinfrex,"Arbres à Miel, Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)Reproduction de Ronflex avec Encens Plein tenu",[]
446,447,Riolu,Île de FerReproduction de Lucario,[]
447,448,Lucario,Évolution de Riolu par montée de niveau avec beaucoup d'amitié le jour,[]
448,449,Hippopotas,"Grands Souterrains (Biome Sables / Lave), Grands Souterrains (Biome Sables), Tunnel du Ruinophile",['grotte-ruinophile']
449,450,Hippodocus,Route 228Évolution de Hippopotas au niveau 34,['route-228']
450,451,Rapion,"Grand Marais, Grands Souterrains (Biome Lave), Grands Souterrains (Biome Marais), Grands Souterrains (Biome Sables / Lave), Grands Souterrains (Biome Sables)",['grand-marais']
451,452,Drascore,Grand MaraisÉvolution de Rapion au niveau 40,['grand-marais']
452,453,Cradopaud,"Grand Marais, Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie / Eaux)",['grand-marais']
453,454,Coatox,Grand MaraisÉvolution de Cradopaud au niveau 37,['grand-marais']
454,455,Vortente,Grand Marais,['grand-marais']
455,456,Écayon,"Chenal 220, Forge Fuego, Joliberges, Parc Éolien, Route 205, Route 218, Route 219, Route 221, Île de Fer","['route-205', 'route-218', 'route-219', 'chenal-220', 'route-221', 'forge-fuego', 'ile-de-fer', 'parc-eolien']"
456,457,Luminéon,"Chenal 220, Forge Fuego, Joliberges, Parc Éolien, Route 205, Route 218, Route 219, Route 221, Île de FerÉvolution de Écayon au niveau 31","['route-205', 'route-218', 'route-219', 'chenal-220', 'route-221', 'forge-fuego', 'ile-de-fer', 'parc-eolien']"
457,458,Babimanta,"Chenal 223, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), RivamarReproduction de Démanta avec Encens Vague tenu",['chenal-223']
458,459,Blizzi,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Mont Couronné, Rive Lac Savoir, Route 216, Route 217","['route-216', 'route-217', 'mont-couronne', 'rive-lac-savoir']"
459,460,Blizzaroi,Mont CouronnéÉvolution de Blizzi au niveau 40,['mont-couronne']
460,461,Dimoret,Évolution de Farfuret par montée de niveau avec Griffe Rasoir tenue la nuit,[]
461,462,Magnézone,Évolution de Magnéton par montée de niveau au Mont Couronné ou en utilisant une Pierre Foudre,[]
462,463,Coudlangue,Évolution de Excelangue par montée de niveau en ayant appris Roulade,[]
463,464,Rhinastoc,Évolution de Rhinoféros par échange avec Protecteur tenu,[]
464,465,Bouldeneu,Grands Souterrains (Biome Marais)Évolution de Saquedeneu par montée de niveau en ayant appris Pouvoir Antique,[]
465,466,Élekable,Évolution de Élektek par échange avec Électriseur tenu,[]
466,467,Maganon,Évolution de Magmar par échange avec Magmariseur tenu,[]
467,468,Togekiss,Évolution de Togetic en utilisant une Pierre Éclat,[]
468,469,Yanmega,Évolution de Yanma par montée de niveau en ayant appris Pouvoir Antique,[]
469,470,Phyllali,Évolution de Évoli par montée de niveau près de la Roche Mousse dans la Forêt de Vestigion ou en utilisant une Pierre Plante,[]
470,471,Givrali,Évolution de Évoli par montée de niveau près de la Roche Glace sur la Route 217,[]
471,472,Scorvol,Évolution de Scorplane par montée de niveau avec Croc Rasoir tenu la nuit,[]
472,473,Mammochon,Évolution de Cochignon par montée de niveau en ayant appris Pouvoir Antique,[]
473,474,Porygon-Z,Évolution de Porygon2 par échange avec CD Douteux tenu,[]
474,475,Gallame,Évolution de Kirlia mâle en utilisant une Pierre Aube,[]
475,476,Tarinorme,Évolution de Tarinor par montée de niveau au Mont Couronné,[]
476,477,Noctunoir,Évolution de Téraclope par échange avec Tissu Fauche tenu,[]
477,478,Momartik,Évolution de Stalgamin femelle en utilisant une Pierre Aube,[]
478,479,Motisma,Vieux Château,[]
479,480,Créhelf,Lac Savoir,[]
480,481,Créfollet,Lac Vérité,[]
481,482,Créfadet,Lac Courage,[]
482,483,Dialga,Diamant : Colonnes Lances,[]
483,484,Palkia,Perle : Colonnes Lances,[]
484,485,Heatran,Mont Abrupt,[]
485,486,Regigigas,Temple de Frimapic,[]
486,487,Giratina,Grotte du Retour,[]
487,488,Cresselia,Île Pleine Lune,[]
488,489,Phione,Reproduction de Manaphy ou Phione,[]
489,490,Manaphy,Événement,[]
490,491,Darkrai,-,[]
491,492,Shaymin,-,[]
492,493,Arceus,-,[]
